data,isbn,desconto,item_id,ordem_id
27/2/2020,989-28-229-3157-7,,107076-69-5082,107076-4076
27/2/2020,989-28-229-6632-6,"0,1",107076-13-3562,107076-4077
27/2/2020,989-28-229-7592-2,,107076-72-8013,107076-4078
27/2/2020,989-28-229-9769-6,,107076-60-3726,107076-4079
27/2/2020,989-28-229-1404-4,,107076-48-6628,107076-4080
27/2/2020,989-28-229-6632-6,"0,1",107076-86-5031,107076-4081
27/2/2020,989-28-229-7592-2,,107076-61-9373,107076-4082
27/2/2020,989-28-229-6632-6,"0,1",107076-88-3378,107076-4083
27/2/2020,989-28-79-13801-1,,107076-56-3816,107076-4084
27/2/2020,989-28-79-13801-1,,107076-28-6337,107076-4085
27/2/2020,989-28-79-43574-5,,107076-97-6695,107076-4086
27/2/2020,989-28-79-26824-4,,107076-35-5214,107076-4087
27/2/2020,989-28-79-43574-5,,107076-39-6837,107076-4088
27/2/2020,989-28-79-74374-1,,107076-59-5843,107076-4089
27/2/2020,989-28-79-91028-0,,107076-80-3688,107076-4090
27/2/2020,989-28-79-13801-1,,107076-79-8373,107076-4091
27/2/2020,989-28-79-23023-4,,107076-22-4138,107076-4092
27/2/2020,989-28-79-13801-1,,107076-13-2922,107076-4093
27/2/2020,989-28-79-44730-4,,107076-43-9653,107076-4094
27/2/2020,989-28-79-74374-1,,107076-4-3199,107076-4095
27/2/2020,989-28-79-74374-1,,107076-22-1839,107076-4096
27/2/2020,989-28-79-55752-2,,107076-32-398,107076-4097
27/2/2020,989-28-79-68089-3,"0,05",107076-66-4968,107076-4098
27/2/2020,989-28-79-71565-6,,107076-1-4215,107076-4099
27/2/2020,989-28-79-26824-4,,107076-58-2895,107076-4100
27/2/2020,989-28-79-55752-2,,107076-31-1383,107076-4101
27/2/2020,989-28-79-13801-1,,107076-72-5884,107076-4102
27/2/2020,989-28-79-26824-4,,107076-14-4764,107076-4103
27/2/2020,989-28-79-03683-6,,107076-33-8711,107076-4104
27/2/2020,989-28-3705-492-6,,107076-65-6586,107076-4105
27/2/2020,989-28-3705-222-9,,107076-22-1720,107076-4106
27/2/2020,989-28-3705-222-9,,107076-1-8527,107076-4107
27/2/2020,989-28-229-6632-6,"0,1",107076-48-2557,107076-4108
27/2/2020,989-28-79-69807-2,,107076-96-6024,107076-4108
27/2/2020,989-28-79-23023-4,,107076-28-3012,107076-4109
27/2/2020,989-28-229-3157-7,,107076-75-4840,107076-4109
27/2/2020,989-28-79-91028-0,,107076-82-3965,107076-4109
27/2/2020,989-28-3705-007-2,,107076-10-3554,107076-4110
27/2/2020,989-28-3705-007-2,,107076-31-4125,107076-4110
27/2/2020,989-28-79-05670-4,,107076-11-5604,107076-4111
27/2/2020,989-28-3705-222-9,,107076-85-1691,107076-4111
27/2/2020,989-28-79-04510-4,,107076-91-5485,107076-4111
27/2/2020,989-28-79-26824-4,,107076-98-8262,107076-4111
28/2/2020,989-28-229-1404-4,"0,15",107077-1-6293,107076-4134
28/2/2020,989-28-3705-966-2,,107077-96-2371,107077-4112
28/2/2020,989-28-3705-987-7,,107077-65-1038,107077-4113
28/2/2020,989-28-3705-007-2,"0,13",107077-42-9909,107077-4114
28/2/2020,989-28-3705-649-4,,107077-73-7940,107077-4115
28/2/2020,989-28-3705-007-2,,107077-76-1456,107077-4116
28/2/2020,989-28-79-01991-4,,107077-12-3245,107077-4117
28/2/2020,989-28-79-45675-7,,107077-88-8094,107077-4118
28/2/2020,989-28-79-07610-8,,107077-16-9357,107077-4119
28/2/2020,989-28-79-04510-4,,107077-53-792,107077-4120
28/2/2020,989-28-79-16826-1,,107077-39-9958,107077-4121
28/2/2020,989-28-79-69807-2,,107077-22-9333,107077-4122
28/2/2020,989-28-79-69807-2,,107077-22-9332,107077-4123
28/2/2020,989-28-79-82749-6,,107077-40-4100,107077-4124
28/2/2020,989-28-79-05670-4,,107077-74-5027,107077-4125
28/2/2020,989-28-79-69807-2,,107077-73-9829,107077-4126
28/2/2020,989-28-79-69807-2,,107077-92-5588,107077-4127
28/2/2020,989-28-79-13871-4,,107077-64-477,107077-4128
28/2/2020,989-28-79-82749-6,,107077-40-4099,107077-4129
28/2/2020,989-28-79-69807-2,,107077-92-5587,107077-4130
28/2/2020,989-28-654-5771-3,,107077-85-2823,107077-4131
28/2/2020,989-28-654-5771-3,,107077-85-2822,107077-4132
28/2/2020,989-28-229-5891-8,,107077-98-9199,107077-4133
28/2/2020,989-28-229-6632-6,"0,1",107077-37-558,107077-4135
28/2/2020,989-28-229-6632-6,"0,1",107077-2-3855,107077-4136
28/2/2020,989-28-79-26824-4,,107077-34-1816,107077-4137
28/2/2020,989-28-79-44730-4,,107077-1-4353,107077-4138
28/2/2020,989-28-79-23023-4,,107077-14-1793,107077-4139
28/2/2020,989-28-79-40897-8,,107077-16-3850,107077-4140
28/2/2020,989-28-79-74374-1,,107077-91-1209,107077-4141
28/2/2020,989-28-79-74374-1,,107077-4-1496,107077-4142
28/2/2020,989-28-79-36485-4,,107077-71-2233,107077-4143
28/2/2020,989-28-79-13801-1,,107077-53-9009,107077-4144
28/2/2020,989-28-79-23023-4,,107077-51-8038,107077-4145
28/2/2020,989-28-79-13801-1,,107077-32-6718,107077-4146
28/2/2020,989-28-79-23023-4,,107077-37-73,107077-4147
28/2/2020,989-28-79-74374-1,,107077-98-5401,107077-4148
28/2/2020,989-28-79-74374-1,,107077-71-2698,107077-4149
28/2/2020,989-28-79-68089-3,"0,05",107077-35-4525,107077-4150
28/2/2020,989-28-79-26824-4,,107077-68-7581,107077-4151
28/2/2020,989-28-79-13801-1,,107077-88-9978,107077-4152
28/2/2020,989-28-79-23023-4,,107077-55-284,107077-4153
28/2/2020,989-28-79-71565-6,,107077-57-7097,107077-4154
28/2/2020,989-28-79-16533-8,,107077-62-6921,107077-4155
28/2/2020,989-28-79-26824-4,,107077-23-1827,107077-4156
28/2/2020,989-28-79-13801-1,,107077-26-6664,107077-4157
28/2/2020,989-28-3705-222-9,,107077-98-3591,107077-4158
28/2/2020,989-28-3705-205-2,,107077-7-9551,107077-4159
28/2/2020,989-28-3705-205-2,,107077-45-7427,107077-4160
28/2/2020,989-28-3705-222-9,,107077-45-8810,107077-4161
28/2/2020,989-28-79-14379-4,,107077-26-4068,107077-4162
28/2/2020,989-28-3705-222-9,,107077-43-3024,107077-4163
28/2/2020,989-28-3705-492-6,,107077-95-9627,107077-4164
28/2/2020,989-28-3705-987-7,,107077-34-171,107077-4165
28/2/2020,989-28-3705-136-9,,107077-67-6557,107077-4165
28/2/2020,989-28-3705-987-7,,107077-57-7867,107077-4166
28/2/2020,989-28-3705-966-2,,107077-93-6400,107077-4166
28/2/2020,989-28-79-86624-2,,107077-22-5047,107077-4167
28/2/2020,989-28-654-5771-3,,107077-85-2821,107077-4167
28/2/2020,989-28-79-05670-4,,107077-4-8923,107077-4168
28/2/2020,989-28-79-69807-2,,107077-73-9828,107077-4168
28/2/2020,989-28-79-45675-7,,107077-45-6369,107077-4169
28/2/2020,989-28-79-30536-9,,107077-93-7340,107077-4169
28/2/2020,989-28-79-13801-1,,107077-51-6986,107077-4170
28/2/2020,989-28-79-18127-7,,107077-76-4342,107077-4170
28/2/2020,989-28-79-05670-4,,107077-94-5372,107077-4170
28/2/2020,989-28-229-5891-8,,107077-32-9198,107077-4171
28/2/2020,989-28-79-70597-8,,107077-6-1583,107077-4171
28/2/2020,989-28-79-23023-4,,107077-62-1249,107077-4171
28/2/2020,989-28-79-13871-4,,107077-64-476,107077-4171
28/2/2020,989-28-229-6632-6,"0,1",107077-14-2555,107077-4172
28/2/2020,989-28-3705-222-9,,107077-1-3619,107077-4172
1/3/2020,989-28-3705-138-3,,107078-78-2061,107078-4173
1/3/2020,989-28-3705-007-2,,107078-87-9806,107078-4174
1/3/2020,989-28-3705-369-1,,107078-6-6135,107078-4175
1/3/2020,989-28-3705-987-7,,107078-10-5958,107078-4176
1/3/2020,989-28-3705-054-6,,107078-82-6551,107078-4177
1/3/2020,989-28-3705-007-2,,107078-61-4233,107078-4178
1/3/2020,989-28-3705-007-2,,107078-30-2995,107078-4179
1/3/2020,989-28-3705-775-0,,107078-80-7077,107078-4180
1/3/2020,989-28-3705-592-3,,107078-88-2098,107078-4181
1/3/2020,989-28-3705-007-2,,107078-52-931,107078-4182
1/3/2020,989-28-3705-007-2,,107078-98-2789,107078-4183
1/3/2020,989-28-3705-592-3,,107078-73-4455,107078-4184
1/3/2020,989-28-3705-583-1,,107078-47-4183,107078-4185
1/3/2020,989-28-3705-966-2,,107078-79-5377,107078-4186
1/3/2020,989-28-3705-987-7,,107078-70-8591,107078-4187
1/3/2020,989-28-79-30536-9,,107078-83-2275,107078-4188
1/3/2020,989-28-79-52883-6,,107078-51-6749,107078-4189
1/3/2020,989-28-79-45675-7,,107078-14-8678,107078-4190
1/3/2020,989-28-79-11297-4,,107078-82-7116,107078-4191
1/3/2020,989-28-79-45675-7,,107078-44-510,107078-4192
1/3/2020,989-28-79-04510-4,,107078-66-2912,107078-4193
1/3/2020,989-28-79-45675-7,"0,15",107078-1-9640,107078-4194
1/3/2020,989-28-79-32105-5,,107078-83-6213,107078-4195
1/3/2020,989-28-79-30536-9,,107078-15-654,107078-4196
1/3/2020,989-28-79-18127-7,,107078-63-7483,107078-4197
1/3/2020,989-28-79-13871-4,,107078-49-7598,107078-4198
1/3/2020,989-28-79-82749-6,,107078-93-7160,107078-4199
1/3/2020,989-28-79-13871-4,,107078-20-5024,107078-4200
1/3/2020,989-28-79-82749-6,,107078-93-7159,107078-4201
1/3/2020,989-28-79-69807-2,,107078-79-5201,107078-4202
1/3/2020,989-28-79-69807-2,,107078-79-5200,107078-4203
1/3/2020,989-28-79-13871-4,,107078-49-7597,107078-4204
1/3/2020,989-28-79-05670-4,,107078-56-1561,107078-4205
1/3/2020,989-28-79-05670-4,,107078-83-3932,107078-4206
1/3/2020,989-28-79-69807-2,,107078-60-704,107078-4207
1/3/2020,989-28-79-82749-6,,107078-18-5389,107078-4208
1/3/2020,989-28-79-69807-2,,107078-66-4981,107078-4209
1/3/2020,989-28-79-69807-2,,107078-66-4980,107078-4210
1/3/2020,989-28-79-13871-4,,107078-82-8701,107078-4211
1/3/2020,989-28-79-69807-2,,107078-60-703,107078-4212
1/3/2020,989-28-79-82749-6,,107078-18-5388,107078-4213
1/3/2020,989-28-79-05670-4,,107078-21-1498,107078-4214
1/3/2020,989-28-79-13871-4,,107078-82-8700,107078-4215
1/3/2020,989-28-654-6507-7,,107078-50-2996,107078-4216
1/3/2020,989-28-229-7592-2,,107078-75-3363,107078-4217
1/3/2020,989-28-229-7592-2,,107078-77-372,107078-4218
1/3/2020,989-28-229-1404-4,,107078-27-3067,107078-4219
1/3/2020,989-28-229-9769-6,,107078-78-3343,107078-4220
1/3/2020,989-28-229-9769-6,,107078-11-3900,107078-4221
1/3/2020,989-28-229-3157-7,,107078-74-2418,107078-4222
1/3/2020,989-28-229-0197-6,,107078-89-7603,107078-4223
1/3/2020,989-28-229-5891-8,,107078-32-575,107078-4224
1/3/2020,989-28-229-1404-4,,107078-96-8378,107078-4225
1/3/2020,989-28-229-1404-4,,107078-98-1566,107078-4226
1/3/2020,989-28-229-6632-6,"0,1",107078-63-1459,107078-4227
1/3/2020,989-28-229-1404-4,,107078-8-8345,107078-4228
1/3/2020,989-28-79-74374-1,,107078-90-8734,107078-4229
1/3/2020,989-28-79-69359-6,,107078-50-3651,107078-4230
1/3/2020,989-28-79-13801-1,,107078-15-1828,107078-4231
1/3/2020,989-28-79-71565-6,,107078-40-3414,107078-4232
1/3/2020,989-28-79-13801-1,,107078-95-8072,107078-4233
1/3/2020,989-28-79-13801-1,"0,13",107078-42-235,107078-4234
1/3/2020,989-28-79-26824-4,,107078-91-3491,107078-4235
1/3/2020,989-28-79-74374-1,,107078-79-3107,107078-4236
1/3/2020,989-28-79-23023-4,,107078-3-4509,107078-4237
1/3/2020,989-28-79-23023-4,,107078-14-6203,107078-4238
1/3/2020,989-28-79-74374-1,,107078-86-5700,107078-4239
1/3/2020,989-28-79-23023-4,,107078-91-6509,107078-4240
1/3/2020,989-28-79-26824-4,,107078-5-3394,107078-4241
1/3/2020,989-28-79-74374-1,,107078-49-3019,107078-4242
1/3/2020,989-28-79-74374-1,,107078-32-7006,107078-4243
1/3/2020,989-28-79-40897-8,,107078-13-3384,107078-4244
1/3/2020,989-28-79-74374-1,,107078-93-9355,107078-4245
1/3/2020,989-28-79-23023-4,,107078-2-9562,107078-4246
1/3/2020,989-28-79-13801-1,,107078-50-7971,107078-4247
1/3/2020,989-28-79-13801-1,,107078-32-9728,107078-4248
1/3/2020,989-28-79-16808-7,,107078-56-9499,107078-4249
1/3/2020,989-28-79-23023-4,,107078-86-979,107078-4250
1/3/2020,989-28-79-74374-1,,107078-52-6986,107078-4251
1/3/2020,989-28-79-71565-6,,107078-4-8142,107078-4252
1/3/2020,989-28-79-74374-1,,107078-29-981,107078-4253
1/3/2020,989-28-79-91028-0,,107078-7-1903,107078-4254
1/3/2020,989-28-3705-492-6,,107078-3-3472,107078-4255
1/3/2020,989-28-3705-222-9,,107078-80-5443,107078-4256
1/3/2020,989-28-3705-007-2,,107078-39-9401,107078-4257
1/3/2020,989-28-229-1404-4,,107078-47-1597,107078-4258
1/3/2020,989-28-79-74374-1,,107078-97-403,107078-4258
1/3/2020,989-28-79-13801-1,,107078-41-7363,107078-4259
1/3/2020,989-28-79-55824-6,,107078-82-1626,107078-4259
1/3/2020,989-28-229-9769-6,,107078-71-8594,107078-4260
1/3/2020,989-28-229-9769-6,,107078-15-9197,107078-4261
1/3/2020,989-28-79-13871-4,,107078-20-5023,107078-4261
1/3/2020,989-28-79-68089-3,"0,05",107078-39-6209,107078-4262
1/3/2020,989-28-229-1404-4,,107078-87-9451,107078-4262
1/3/2020,989-28-3705-492-6,,107078-74-9901,107078-4263
1/3/2020,989-28-3705-007-2,,107078-79-6152,107078-4263
1/3/2020,989-28-79-13801-1,,107078-15-2778,107078-4264
1/3/2020,989-28-79-23023-4,,107078-34-9458,107078-4264
1/3/2020,989-28-79-45675-7,,107078-99-707,107078-4264
1/3/2020,989-28-79-45675-7,"0,15",107078-1-7090,107078-4265
1/3/2020,989-28-79-05670-4,,107078-6-9612,107078-4265
1/3/2020,989-28-79-16808-7,,107078-5-3757,107078-4266
1/3/2020,989-28-79-23023-4,,107078-5-9886,107078-4266
1/3/2020,989-28-79-23015-9,,107078-70-3241,107078-4266
1/3/2020,989-28-79-13801-1,,107078-2-8508,107078-4267
1/3/2020,989-28-79-23023-4,,107078-35-6192,107078-4267
1/3/2020,989-28-79-74374-1,,107078-88-6179,107078-4267
1/3/2020,989-28-79-05670-4,,107078-93-9027,107078-4267
1/3/2020,989-28-654-0047-4,,107078-11-7534,107078-4268
1/3/2020,989-28-654-9484-8,,107078-76-8675,107078-4268
2/3/2020,989-28-3705-007-2,,107079-14-6676,107079-4269
2/3/2020,989-28-3705-007-2,,107079-80-2735,107079-4270
2/3/2020,989-28-3705-987-7,,107079-77-7660,107079-4271
2/3/2020,989-28-3705-987-7,,107079-36-161,107079-4272
2/3/2020,989-28-3705-152-9,,107079-47-2551,107079-4273
2/3/2020,989-28-3705-007-2,,107079-55-7399,107079-4274
2/3/2020,989-28-3705-649-4,,107079-24-6214,107079-4275
2/3/2020,989-28-3705-649-4,,107079-23-3770,107079-4276
2/3/2020,989-28-3705-987-7,,107079-12-8678,107079-4277
2/3/2020,989-28-3705-583-1,,107079-54-5653,107079-4278
2/3/2020,989-28-3705-007-2,,107079-48-9657,107079-4279
2/3/2020,989-28-3705-007-2,,107079-99-7655,107079-4280
2/3/2020,989-28-3705-987-7,,107079-97-4859,107079-4281
2/3/2020,989-28-3705-007-2,,107079-75-5951,107079-4282
2/3/2020,989-28-3705-054-6,,107079-7-7123,107079-4283
2/3/2020,989-28-3705-007-2,,107079-8-4981,107079-4284
2/3/2020,989-28-3705-007-2,,107079-22-6535,107079-4285
2/3/2020,989-28-3705-987-7,,107079-32-3863,107079-4286
2/3/2020,989-28-3705-987-7,,107079-67-653,107079-4287
2/3/2020,989-28-79-45675-7,,107079-23-2818,107079-4288
2/3/2020,989-28-79-45675-7,,107079-5-6549,107079-4289
2/3/2020,989-28-79-45675-7,,107079-72-5845,107079-4290
2/3/2020,989-28-79-45675-7,,107079-52-1236,107079-4291
2/3/2020,989-28-79-11297-4,,107079-10-3944,107079-4292
2/3/2020,989-28-79-01991-4,,107079-56-1214,107079-4293
2/3/2020,989-28-79-18127-7,,107079-44-5546,107079-4294
2/3/2020,989-28-79-01991-4,,107079-74-9004,107079-4295
2/3/2020,989-28-79-52883-6,,107079-21-4966,107079-4296
2/3/2020,989-28-79-11297-4,,107079-43-8440,107079-4297
2/3/2020,989-28-79-16826-1,,107079-83-3599,107079-4298
2/3/2020,989-28-79-11297-4,,107079-22-3991,107079-4299
2/3/2020,989-28-79-13871-4,,107079-20-6947,107079-4300
2/3/2020,989-28-79-13871-4,,107079-71-3617,107079-4301
2/3/2020,989-28-79-05670-4,,107079-80-5823,107079-4302
2/3/2020,989-28-79-69807-2,,107079-66-6284,107079-4303
2/3/2020,989-28-79-13871-4,,107079-38-693,107079-4304
2/3/2020,989-28-79-82125-8,,107079-58-4434,107079-4305
2/3/2020,989-28-79-13871-4,,107079-71-3616,107079-4306
2/3/2020,989-28-79-13871-4,,107079-20-6946,107079-4307
2/3/2020,989-28-79-13871-4,,107079-38-692,107079-4308
2/3/2020,989-28-79-05670-4,,107079-45-3559,107079-4309
2/3/2020,989-28-79-05670-4,,107079-98-9252,107079-4310
2/3/2020,989-28-79-13871-4,,107079-95-2500,107079-4311
2/3/2020,989-28-79-69807-2,,107079-66-6283,107079-4312
2/3/2020,989-28-79-69807-2,,107079-45-5656,107079-4313
2/3/2020,989-28-79-13871-4,,107079-85-8235,107079-4314
2/3/2020,989-28-79-13871-4,,107079-95-2499,107079-4315
2/3/2020,989-28-79-82749-6,,107079-18-4020,107079-4316
2/3/2020,989-28-79-13871-4,,107079-57-5157,107079-4317
2/3/2020,989-28-79-69807-2,,107079-36-8677,107079-4318
2/3/2020,989-28-79-13871-4,,107079-85-8234,107079-4319
2/3/2020,989-28-79-82749-6,,107079-18-4019,107079-4320
2/3/2020,989-28-79-13871-4,,107079-57-5156,107079-4321
2/3/2020,989-28-654-6033-1,,107079-43-650,107079-4322
2/3/2020,989-28-229-9769-6,"0,13",107079-42-9155,107079-4323
2/3/2020,989-28-229-1404-4,,107079-19-7696,107079-4324
2/3/2020,989-28-229-1404-4,,107079-26-1487,107079-4325
2/3/2020,989-28-229-5891-8,,107079-16-2609,107079-4326
2/3/2020,989-28-229-6632-6,"0,1",107079-70-6474,107079-4327
2/3/2020,989-28-229-3157-7,,107079-90-1236,107079-4328
2/3/2020,989-28-229-7592-2,,107079-3-9196,107079-4329
2/3/2020,989-28-229-7592-2,,107079-4-8194,107079-4330
2/3/2020,989-28-229-0197-6,,107079-74-4827,107079-4331
2/3/2020,989-28-229-9769-6,,107079-69-4248,107079-4332
2/3/2020,989-28-79-23023-4,,107079-63-5926,107079-4333
2/3/2020,989-28-79-23023-4,,107079-7-4755,107079-4334
2/3/2020,989-28-79-13801-1,,107079-88-5522,107079-4335
2/3/2020,989-28-79-43574-5,,107079-34-5817,107079-4336
2/3/2020,989-28-79-55752-2,,107079-63-3826,107079-4337
2/3/2020,989-28-79-74374-1,,107079-55-7605,107079-4338
2/3/2020,989-28-79-26824-4,,107079-58-1059,107079-4339
2/3/2020,989-28-79-91028-0,,107079-19-759,107079-4340
2/3/2020,989-28-79-40897-8,,107079-76-1060,107079-4341
2/3/2020,989-28-79-40897-8,,107079-99-2709,107079-4342
2/3/2020,989-28-79-26824-4,,107079-79-7507,107079-4343
2/3/2020,989-28-79-91028-0,,107079-57-9858,107079-4344
2/3/2020,989-28-79-68089-3,"0,05",107079-4-8,107079-4345
2/3/2020,989-28-79-68089-3,"0,05",107079-2-7962,107079-4346
2/3/2020,989-28-79-40897-8,,107079-32-218,107079-4347
2/3/2020,989-28-79-91028-0,,107079-55-3338,107079-4349
2/3/2020,989-28-79-68089-3,"0,05",107079-41-5970,107079-4350
2/3/2020,989-28-79-13801-1,,107079-92-4413,107079-4351
2/3/2020,989-28-79-23023-4,,107079-90-7989,107079-4352
2/3/2020,989-28-79-74374-1,,107079-84-6028,107079-4353
2/3/2020,989-28-79-13801-1,,107079-69-8245,107079-4354
2/3/2020,989-28-79-68089-3,"0,05",107079-25-1497,107079-4355
2/3/2020,989-28-79-13801-1,,107079-29-2452,107079-4356
2/3/2020,989-28-79-40897-8,,107079-17-8924,107079-4357
2/3/2020,989-28-79-74374-1,,107079-54-66,107079-4358
2/3/2020,989-28-79-71565-6,,107079-21-6399,107079-4359
2/3/2020,989-28-79-68089-3,"0,05",107079-68-5515,107079-4360
2/3/2020,989-28-79-23023-4,,107079-93-6258,107079-4361
2/3/2020,989-28-79-91028-0,,107079-21-2125,107079-4362
2/3/2020,989-28-79-26824-4,,107079-75-6094,107079-4363
2/3/2020,989-28-79-51397-9,,107079-99-867,107079-4364
2/3/2020,989-28-79-26824-4,,107079-99-1022,107079-4365
2/3/2020,989-28-79-13801-1,,107079-13-8583,107079-4366
2/3/2020,989-28-79-23023-4,,107079-82-7526,107079-4367
2/3/2020,989-28-79-23023-4,,107079-93-5573,107079-4368
2/3/2020,989-28-79-26824-4,,107079-1-3294,107079-4369
2/3/2020,989-28-79-71565-6,,107079-69-7579,107079-4370
2/3/2020,989-28-79-13801-1,,107079-8-4693,107079-4371
2/3/2020,989-28-79-13801-1,,107079-88-2956,107079-4372
2/3/2020,989-28-79-74374-1,,107079-93-632,107079-4373
2/3/2020,989-28-79-23023-4,,107079-28-7870,107079-4374
2/3/2020,989-28-79-51397-9,,107079-72-6582,107079-4375
2/3/2020,989-28-79-23023-4,,107079-54-1630,107079-4376
2/3/2020,989-28-3705-492-6,,107079-77-8168,107079-4377
2/3/2020,989-28-3705-492-6,,107079-86-8426,107079-4378
2/3/2020,989-28-3705-222-9,,107079-26-245,107079-4379
2/3/2020,989-28-3705-492-6,,107079-99-4184,107079-4380
2/3/2020,989-28-3705-222-9,,107079-41-4989,107079-4381
2/3/2020,989-28-3705-222-9,,107079-34-1486,107079-4382
2/3/2020,989-28-3705-222-9,,107079-31-7755,107079-4383
2/3/2020,989-28-3705-492-6,,107079-23-5359,107079-4384
2/3/2020,989-28-3705-492-6,,107079-18-7032,107079-4385
2/3/2020,989-28-79-13801-1,,107079-3-4045,107079-4386
2/3/2020,989-28-229-6632-6,"0,1",107079-42-4102,107079-4387
2/3/2020,989-28-79-45675-7,,107079-33-5869,107079-4387
2/3/2020,989-28-79-69807-2,,107079-45-5655,107079-4388
2/3/2020,989-28-79-82125-8,,107079-58-4433,107079-4388
2/3/2020,989-28-79-68089-3,"0,05",107079-4-681,107079-4389
2/3/2020,989-28-229-9769-6,,107079-20-4299,107079-4389
2/3/2020,989-28-79-23023-4,,107079-58-2545,107079-4390
2/3/2020,989-28-79-91028-0,,107079-67-786,107079-4390
2/3/2020,989-28-79-68089-3,"0,05",107079-75-2829,107079-4391
2/3/2020,989-28-79-55752-2,,107079-99-2684,107079-4391
2/3/2020,989-28-79-82197-5,,107079-90-2984,107079-4392
2/3/2020,989-28-79-11297-4,,107079-94-2904,107079-4392
2/3/2020,989-28-79-68089-3,"0,05",107079-15-3336,107079-4393
2/3/2020,989-28-3705-222-9,,107079-4-3463,107079-4393
2/3/2020,989-28-79-45675-7,,107079-46-7385,107079-4394
2/3/2020,989-28-79-13801-1,,107079-4-8302,107079-4394
2/3/2020,989-28-3705-987-7,,107079-56-8896,107079-4395
2/3/2020,989-28-3705-222-9,,107079-78-8386,107079-4395
2/3/2020,989-28-3705-222-9,,107079-1-843,107079-4396
2/3/2020,989-28-3705-987-7,,107079-87-535,107079-4396
2/3/2020,989-28-3705-492-6,,107079-88-4772,107079-4396
2/3/2020,989-28-3705-007-2,,107079-23-9166,107079-4397
2/3/2020,989-28-79-13801-1,,107079-24-8077,107079-4397
2/3/2020,989-28-79-69807-2,,107079-36-8676,107079-4397
2/3/2020,989-28-79-45675-7,,107079-9-2053,107079-4397
3/3/2020,989-28-3705-583-1,,107080-29-3087,107080-4398
3/3/2020,989-28-3705-007-2,"0,13",107080-42-5680,107080-4399
3/3/2020,989-28-3705-007-2,,107080-5-4662,107080-4400
3/3/2020,989-28-3705-007-2,,107080-16-1817,107080-4401
3/3/2020,989-28-3705-987-7,,107080-81-582,107080-4402
3/3/2020,989-28-3705-007-2,,107080-51-4364,107080-4403
3/3/2020,989-28-3705-007-2,,107080-46-1756,107080-4404
3/3/2020,989-28-3705-007-2,,107080-23-6588,107080-4405
3/3/2020,989-28-3705-966-2,,107080-4-8192,107080-4406
3/3/2020,989-28-3705-007-2,,107080-64-4742,107080-4407
3/3/2020,989-28-3705-987-7,,107080-65-3882,107080-4408
3/3/2020,989-28-3705-007-2,,107080-77-8159,107080-4409
3/3/2020,989-28-3705-007-2,,107080-86-6362,107080-4410
3/3/2020,989-28-3705-054-6,,107080-92-2235,107080-4411
3/3/2020,989-28-3705-987-7,,107080-8-491,107080-4412
3/3/2020,989-28-79-86624-2,,107080-6-8499,107080-4413
3/3/2020,989-28-79-22871-2,,107080-19-7285,107080-4414
3/3/2020,989-28-79-45675-7,,107080-88-7152,107080-4416
3/3/2020,989-28-79-04510-4,,107080-92-7276,107080-4417
3/3/2020,989-28-79-45675-7,,107080-56-524,107080-4418
3/3/2020,989-28-79-21991-8,,107080-59-6345,107080-4419
3/3/2020,989-28-79-45675-7,"0,15",107080-1-7919,107080-4420
3/3/2020,989-28-79-05638-4,,107080-64-1459,107080-4421
3/3/2020,989-28-79-11297-4,,107080-87-4753,107080-4422
3/3/2020,989-28-79-01991-4,,107080-19-934,107080-4423
3/3/2020,989-28-79-82749-6,,107080-76-8065,107080-4424
3/3/2020,989-28-79-05670-4,,107080-66-8935,107080-4425
3/3/2020,989-28-79-13871-4,,107080-12-8236,107080-4426
3/3/2020,989-28-79-69807-2,,107080-47-192,107080-4427
3/3/2020,989-28-79-69807-2,,107080-33-5095,107080-4428
3/3/2020,989-28-79-69807-2,,107080-85-1718,107080-4429
3/3/2020,989-28-79-69807-2,,107080-70-6033,107080-4430
3/3/2020,989-28-79-82749-6,,107080-47-9329,107080-4431
3/3/2020,989-28-79-69807-2,,107080-70-6032,107080-4432
3/3/2020,989-28-79-69807-2,,107080-47-191,107080-4433
3/3/2020,989-28-79-82125-8,,107080-97-6785,107080-4434
3/3/2020,989-28-79-69807-2,,107080-62-303,107080-4435
3/3/2020,989-28-79-82125-8,,107080-97-6784,107080-4436
3/3/2020,989-28-79-13871-4,,107080-12-8235,107080-4437
3/3/2020,989-28-79-82749-6,,107080-1-9788,107080-4438
3/3/2020,989-28-79-82749-6,,107080-47-9328,107080-4439
3/3/2020,989-28-79-82749-6,,107080-76-8064,107080-4440
3/3/2020,989-28-79-82749-6,,107080-1-9787,107080-4441
3/3/2020,989-28-654-6033-1,,107080-35-4863,107080-4442
3/3/2020,989-28-229-7592-2,,107080-7-308,107080-4443
3/3/2020,989-28-229-9769-6,,107080-31-9964,107080-4444
3/3/2020,989-28-229-6632-6,"0,1",107080-67-8940,107080-4445
3/3/2020,989-28-229-5891-8,,107080-52-7051,107080-4446
3/3/2020,989-28-229-5891-8,,107080-44-831,107080-4447
3/3/2020,989-28-229-1404-4,,107080-20-9402,107080-4448
3/3/2020,989-28-229-3157-7,,107080-48-8673,107080-4449
3/3/2020,989-28-229-6632-6,"0,1",107080-36-5859,107080-4450
3/3/2020,989-28-229-1404-4,,107080-35-5336,107080-4451
3/3/2020,989-28-229-7592-2,,107080-25-5587,107080-4452
